15.707651054202715,-2.2414443918350173,-32.121212121212125
12.805278638853007,-1.842756600215517,-27.413793103448278
11.52080774497342,-1.7449776785714284,-26.722689075630253
10.939597786469703,-1.7835833794247786,-28.141592920353983
10.504897362905531,-1.7861328125,-30.0
9.783705799332168,-1.785092107963875,-31.330049261083747
9.122139535698498,-1.7839548432130583,-32.78350515463917
8.461329580514667,-1.7950128808243728,-34.193548387096776
7.900275448415344,-1.8172743055555556,-35.93220338983051
7.157015480283874,-1.7517411579457363,-36.97674418604651
6.419181927074757,-1.779807572355289,-38.08383233532934
5.73650481721887,-1.8096064814814814,-39.25925925925926
5.061890556210301,-1.7635018577494692,-40.509554140127385
4.347048878840158,-1.8186545138888892,-42.4
3.6284519991741373,-1.7848173515981736,-43.56164383561644
2.9270586806634746,-1.8064205545774645,-44.7887323943662
2.257217923903592,-1.7868236660671464,-45.75539568345324
1.5811562273875839,-1.792725824004975,-47.46268656716418
0.9260046405311019,-1.7890427714646466,-48.18181818181818
0.31340957933703656,-1.7852463942307688,-48.92307692307692
-0.3528860898275492,-1.7953576115485563,-50.07874015748031
-0.9451999588791508,-1.7915104166666662,-50.879999999999995
-1.5824463555342496,-1.7834344869146006,-52.56198347107438
-2.2252231528870303,-1.7791929271708684,-53.445378151260506
-2.809506335892666,-1.7901064116379308,-54.827586206896555
-3.365230401947053,-1.7702672101449277,-55.30434782608695
-3.8592164838564047,-1.7500799524853805,-55.78947368421053
-4.36201509163514,-1.7655673856932155,-56.283185840707965
-4.962211592322854,-1.7396898674242425,-57.81818181818182
-5.493457047854016,-1.7182960626911312,-58.34862385321101
-6.052966119674355,-1.7504137461059188,-59.4392523364486
-6.633789822802138,-1.78375496031746,-60.57142857142857
-7.237169786245562,-1.8183909789644013,-61.74757281553398
-7.747264129740944,-1.7963005514705885,-62.352941176470594
-8.309240343065868,-1.750794270833333,-63.599999999999994
-8.763615183822552,-1.809606481481482,-64.24242424242425
-9.227111933987358,-1.8280718537414973,-64.89795918367348
-9.843462824710382,-1.8237440321180554,-66.25
-10.247205583037884,-1.842941337719298,-66.94736842105263
-10.817766404698212,-1.8387936827956992,-68.38709677419355
-11.245068420933944,-1.8145238903985506,-69.1304347826087
-11.857004777698677,-1.8548466435185185,-70.66666666666667
-12.310374994320252,-1.829939138576779,-71.46067415730337
-12.58475224502722,-1.7841906601123592,-71.46067415730337
-13.155158237531737,-1.8720067049808429,-73.10344827586208
-13.329436758038746,-1.8044655539772723,-72.27272727272728
-13.923358753781356,-1.7990855135658914,-73.95348837209302
-14.32696650234949,-1.8681525735294113,-74.82352941176471
-14.739726727359075,-1.8419208829365081,-75.71428571428571
-15.397243420267587,-1.886845782520325,-77.5609756097561
-15.695254583240509,-1.8868457825203253,-77.5609756097561
-16.140183832429873,-1.8598733281893,-78.51851851851852
-16.59648342208502,-1.8831217447916668,-79.5
-17.06433490008586,-1.9069587289029535,-80.50632911392405
-17.54445205604684,-1.983607104700855,-81.53846153846155
-18.036493815412285,-1.9564901244588744,-82.59740259740259
-18.541213773688522,-1.8750856633771926,-83.68421052631578
-18.75583581062399,-1.9286595394736838,-83.68421052631578
-19.27714634351123,-1.9000868055555553,-84.8
-19.703041727237746,-1.980785472972973,-85.94594594594595
-20.25160367362891,-1.952143978310502,-87.12328767123287
-20.47476184083143,-1.952143978310502,-87.12328767123287
-21.28065925213315,-1.949787265258216,-89.5774647887324
-21.509805130903676,-1.8924405809859153,-89.5774647887324
-21.99192656945512,-1.977641369047619,-90.85714285714286
-22.224340371823597,-1.9194754464285715,-90.85714285714286
-23.117557624217493,-1.9759306066176465,-93.52941176470588
-23.644632767518356,-1.9446517412935318,-94.92537313432835
-23.88776523813551,-1.944651741293532,-94.92537313432835
-24.00933147344409,-1.9446517412935318,-94.92537313432835
-24.252150971626865,-1.8838813743781095,-94.92537313432835
-24.805037740918415,-1.974116161616161,-96.36363636363636
-24.928124193058242,-1.9124250315656566,-96.36363636363636
-25.051530748469425,-1.9124250315656566,-96.36363636363636
-25.9613296930286,-1.9085693359375,-99.375
-26.567336455237484,-1.9388640873015872,-100.95238095238095
-26.825899340446608,-1.9388640873015872,-100.95238095238095
-26.125790605111135,-1.8792067307692308,-97.84615384615384
